,gene_name
12091,B3GALT4
12092,TMCO6
12093,RPP14
12094,CYP3A5
12095,GATAD2A
12096,FUT2
12097,SS18L2
12098,HTR1F
12099,HSFX1
12100,MIEN1
12101,LIPG
12102,PLEKHG6
12103,THSD7B
12104,ZNF185
12105,SPIN4
12106,OXNAD1
12107,NPVF
12108,TOMM20
12109,MACO1
12110,RASA1
12111,FAM219B
12112,ZSCAN21
12113,A3GALT2
12114,RIMS3
12115,SLC25A33
12116,TRA2A
12117,POLM
12118,OR10J5
12119,CD40LG
12120,PPP1R12C
12121,NAPSA
12122,PGAP6
12123,VGLL3
12124,RP11-38C17.1
12125,ANKRD11
12126,LMAN2
12127,RNF187
12128,RP11-302B13.5
12129,CAD
12130,ASAH2B
12131,SMIM5
12132,KIFC3
12133,HMOX2
12134,ITGA4
12135,CD83
12136,SLK
12137,BORCS5
12138,PRKAG1
12139,CALM1
12140,TCFL5
12141,ZNF580
12142,SLC10A4
12143,ADGRD2
12144,CEACAM7
12145,LRWD1
12146,MYO15A
12147,ZAR1
12148,METTL15
12149,SDE2
12150,PI3
12151,PARP8
12152,MGA
12153,CATSPERD
12154,ZNF728
12155,CARNS1
12156,RANGAP1
12157,C8orf34
12158,LHFPL4
12159,SLC38A5
12160,POU1F1
12161,DENND11
12162,FNDC7
12163,FAM98C
12164,KDR
12165,KIF3B
12166,THEGL
12167,SEMA4D
12168,RP11-13A2.5
12169,GPR34
12170,CCR6
12171,TAF1C
12172,ABCB5
12173,RPS4Y1
12174,NTPCR
12175,LCE5A
12176,CDYL
12177,TSNAX
12178,SERINC1
12179,TIMM29
12180,UBE2W
12181,SEMA6C
12182,OR5AK2
12183,C11orf21
12184,HGD
12185,H1-3
12186,CRIM1
12187,OOSP4B
12188,RCAN3
12189,PTH1R
12190,ACSM1
12191,UFM1
12192,PARP15
12193,TMEM241
12194,REM1
12195,CTB-60B18.10
12196,TUBA3C
12197,PERP
12198,KLHL6
12199,H4C3
12200,OR4S2
12201,TACC3
12202,JPH3
12203,RPP25L
12204,ATP5PF
12205,CDIPT
12206,ACVR2B
12207,DGCR6
12208,RFLNB
12209,FBF1
12210,AC004076.7
12211,ENOSF1
12212,FOXD4L1
12213,TBCK
12214,WBP11
12215,AMELX
12216,PNPLA2
12217,CLK3
12218,BRIX1
12219,ERP29
12220,CPNE7
12221,CDIN1
12222,ZSCAN4
12223,PRAMEF2
12224,RELA
12225,MUC5AC
12226,SRGAP1
12227,TMEM178A
12228,SEL1L2
12229,NBPF15
12230,TNFRSF9
12231,DIP2B
12232,SCAMP1
12233,DERL1
12234,MPV17
12235,AUH
12236,FBXW5
12237,CDK2AP1
12238,MMP23B
12239,NINJ1
12240,FOXJ2
12241,UNG
12242,WDFY1
12243,TMEM119
12244,TUSC2
12245,NPIPB9
12246,ZNF836
12247,BMF
12248,BBC3
12249,LCN1
12250,CFL2
12251,FAF2
12252,PTCRA
12253,HBB
12254,LIN52
12255,SATB1
12256,NT5C3A
12257,SNX14
12258,TSPAN9
12259,FAN1
12260,PPFIA2
12261,ZNF66
12262,FAM155A
12263,RP11-108K14.8
12264,GUCY1A2
12265,CCDC9B
12266,ANTXR2
12267,NAA60
12268,RAB39B
12269,ZNF181
12270,C5orf34
12271,ZNF652
12272,RP11-483F11.9
12273,HNRNPA1
12274,RHBDF2
12275,VWCE
12276,CSNKA2IP
12277,CTD-2370N5.3
12278,SFTPC
12279,SLCO4C1
12280,PSMA6
12281,IGSF21
12282,GLMP
12283,OR5D13
12284,PSORS1C2
12285,ULK1
12286,ZNF596
12287,GALNS
12288,FOXD2
12289,SENP7
12290,FAM234B
12291,ST8SIA3
12292,PPP1R1C
12293,TUBG1
12294,TMEM97
12295,ARMCX2
12296,UNC5C
12297,RP11-248J23.7
12298,UBE2H
12299,TERF1
12300,CLDN10
12301,PJA1
12302,RSPH1
12303,TSPAN19
12304,SLC6A6
12305,PIAS3
12306,GMNN
12307,IFT57
12308,PRR36
12309,YPEL5
12310,MCTP1
12311,TAAR1
12312,NSMF
12313,MAB21L4
12314,PTPRCAP
12315,MROH1
12316,MTRNR2L8
12317,SLC30A6
12318,ONECUT3
12319,ZNF395
12320,DBI
12321,EVI2B
12322,NPBWR1
12323,CLCN6
12324,ODF2L
12325,CACNA1C
12326,C14orf132
12327,ASAP2
12328,ACSL1
12329,ROR2
12330,MTHFD2L
12331,MARF1
12332,PTGIR
12333,CMA1
12334,GALNT5
12335,CYP2C9
12336,C17orf97
12337,DCAF12L1
12338,ESRP1
12339,KCTD2
12340,VWA5B1
12341,ZNF329
12342,ZNF280A
12343,CDCA8
12344,RP11-426L16.10
12345,LAMP5
12346,SAMD4A
12347,B3GNT7
12348,PTGFRN
12349,ZNF705G
12350,RP11-240B13.2
12351,PCDHGA9
12352,FAM81A
12353,ACOT2
12354,CENPC
12355,PLPPR1
12356,CCDC200
12357,PKIB
12358,CES1
12359,PRAC2
12360,SIRT1
12361,MAN1B1
12362,FAM240A
12363,FABP12
12364,MUSTN1
12365,BDP1
12366,NLRP14
12367,OR5T2
12368,SLC25A46
12369,MRPS27
12370,CHKB
12371,SHANK1
12372,MED7
12373,WHAMM
12374,HSD11B1L
12375,NANOGP8
12376,PAPPA
12377,RPL32
12378,CCDC138
12379,STING1
12380,NXF2B
12381,PYCARD
12382,RPS27A
12383,KCTD13
12384,IFNA5
12385,THAP6
12386,EEF1D
12387,SMPD4
12388,OR51T1
12389,ERRFI1
12390,EXOC3L2
12391,SALL4
12392,PODXL
12393,GSK3A
12394,KRTAP10-4
12395,CCDC186
12396,TMEM220
12397,ZNF768
12398,ZNF638
12399,TCF7L2
12400,POLR3F
12401,TGIF2LY
12402,LIN7B
12403,ARFIP2
12404,RP3-370M22.8
12405,RP11-644F5.10
12406,MANEA
12407,CLEC2B
12408,EVA1B
12409,PDE4B
12410,SIDT1
12411,LRRC59
12412,DLD
12413,GMCL1
12414,FAM3D
12415,ZSCAN20
12416,RP11-177J6.2
12417,GFPT1
12418,RBM4
12419,CNGA3
12420,SNPH
12421,ICAM1
12422,ZNF286A
12423,SPTSSA
12424,TM2D3
12425,KRT72
12426,UBALD2
12427,SNTB2
12428,POLR2B
12429,PIGP
12430,OR4A47
12431,MLLT3
12432,LLGL1
12433,RP11-108O10.8
12434,BRI3
12435,KBTBD12
12436,WAS
12437,RNF165
12438,IAPP
12439,NUCKS1
12440,KIZ
12441,LMBR1L
12442,ECI2
12443,KLF4
12444,CIART
12445,LINC02210-CRHR1
12446,DDT
12447,WDR36
12448,RETSAT
12449,PPP4R3A
12450,CSK
12451,ENAH
12452,ANGPTL6
12453,OR2M7
12454,CST9L
12455,TMSB15A
12456,RBM42
12457,NENF
12458,AMOTL2
12459,CEP192
12460,FIG4
12461,KCNH5
12462,ZNF490
12463,C9orf50
12464,CRYGB
12465,TXNDC12
12466,LETMD1
12467,TUBGCP4
12468,C19orf67
12469,FAM9B
12470,MRPL53
12471,GEMIN2
12472,PLA2G4F
12473,LRP3
12474,SEPTIN1
12475,TCP11X2
12476,ALKAL2
12477,NIBAN3
12478,OR9A4
12479,RNASE3
12480,S100A7A
12481,TP53TG3B
12482,SIGLEC12
12483,SLC10A7
12484,TFG
12485,MIF4GD
12486,ZSCAN12
12487,PRND
12488,AGPAT1
12489,IGF1
12490,ICMT
12491,NUB1
12492,SH3GL3
12493,PURG
12494,NVL
12495,DHX34
12496,RPP30
12497,MICOS10
12498,EIF2D
12499,RP11-571M6.15
12500,NUGGC
12501,DHX57
12502,FOSL2
12503,TREM1
12504,PRDM12
12505,TOMM40
12506,CARMIL3
12507,RGL1
12508,FBXO38
12509,KCNK5
12510,UBXN6
12511,ITGB2
12512,ALYREF
12513,SLC22A4
12514,BANF2
12515,DEFB121
12516,ZNF423
12517,MFSD14A
12518,CTC-360G5.8
12519,DGKK
12520,KCNIP3
12521,ARHGAP12
12522,CRACR2B
12523,CFAP20
12524,GFRA4
12525,ANKIB1
12526,MFSD6L
12527,TMEM215
12528,UXS1
12529,EPYC
12530,NPTX1
12531,ARHGAP35
12532,JDP2
12533,VMAC
12534,CNTN6
12535,SEC11C
12536,L34079.2
12537,G6PD
12538,FKBP5
12539,WAC
12540,TTC39A
12541,TMEM242
12542,BNIP3
12543,EFNB2
12544,TBC1D3L
12545,EPCAM
12546,DPY30
12547,LAG3
12548,IMPA1
12549,RRP7A
12550,CPVL
12551,ZNF438
12552,MRPL39
12553,LAMA2
12554,NAA50
12555,ITLN2
12556,RP11-107C16.2
12557,PPP2R5B
12558,ZNF304
12559,CT47A1
12560,BCL2L2-PABPN1
12561,CAMKV
12562,KIAA0319
12563,ATP1B3
12564,TTC3
12565,C1orf94
12566,FLRT1
12567,COMMD3
12568,SLC9A7
12569,LYPD6B
12570,PWWP3A
12571,ASTN2
12572,GOLGA8S
12573,EFCAB13
12574,SAMD7
12575,GGN
12576,PDILT
12577,FAM20B
12578,MTPN
12579,MED15
12580,DELE1
12581,NRN1
12582,HIVEP2
12583,TSPAN13
12584,PRRX1
12585,DEFB103A
12586,PEDS1
12587,SOX7
12588,VPS13B
12589,CUL4B
12590,URM1
12591,BBIP1
12592,PDHA2
12593,CGB7
12594,CPO
12595,CEBPB
12596,HES1
12597,NUFIP1
12598,LIMCH1
12599,RINT1
12600,PSMD11
12601,OR4F3
12602,RXRA
12603,LAIR1
12604,SCGB1A1
12605,PLXNB2
12606,CLEC12A
12607,RPS6KC1
12608,EEF1AKMT1
12609,NUDT4
12610,PLA2G2E
12611,PGD
12612,PELI3
12613,GCKR
12614,GFRA3
12615,HEY2
12616,ZNF654
12617,IGF2R
12618,C1orf127
12619,TIPIN
12620,TRAPPC9
12621,ZNF451
12622,NXPH3
12623,AOX1
12624,C1GALT1
12625,LAD1
12626,TAMALIN
12627,FAM168A
12628,C20orf203
12629,CTC-359D24.6
12630,OR5P2
12631,FAM210B
12632,RRM2
12633,SERPINB13
12634,TRIM35
12635,PGLYRP1
12636,SHD
12637,OR4B1
12638,ZNF276
12639,HYAL3
12640,ADGRV1
12641,TRARG1
12642,LGALS3BP
12643,STEAP3
12644,ANKRD66
12645,CYP4V2
12646,NRAP
12647,RP11-159D12.5
12648,GOLM1
12649,AHSA1
12650,CPN2
12651,NRDC
12652,CUL7
12653,EZH1
12654,ABCA8
12655,TUBGCP3
12656,KCNC2
12657,FAM32A
12658,ZNF735
12659,ELL
12660,XPA
12661,TMEM54
12662,ERN2
12663,RP11-20I23.1
12664,ADAM12
12665,LRPPRC
12666,AK9
12667,TSNAXIP1
12668,HAS1
12669,SIGLEC14
12670,ARHGEF10L
12671,RTF1
12672,PGP
12673,HOXB7
12674,SERGEF
12675,PSMB4
12676,RP5-837J1.3
12677,ALPP
12678,SMIM7
12679,SOCS6
12680,NOMO3
12681,ASIC1
12682,ADAM2
12683,AHCY
12684,QRICH2
12685,SSB
12686,BSND
12687,FAM90A1
12688,SLC6A12
12689,PMP22
12690,ARHGAP6
12691,RPAP3
12692,C13orf46
12693,SP3
12694,SATL1
12695,NLRC5
12696,GLIPR1
12697,LRRC43
12698,RAB25
12699,CYBA
12700,SYT4
12701,TRAF5
12702,IQUB
12703,DEFB1
12704,TATDN1
12705,CTAGE8
12706,CDH24
12707,FILIP1
12708,RNFT1
12709,RAB1A
12710,PCOLCE
12711,PIP5K1B
12712,PRSS3
12713,LOXL2
12714,EPHA7
12715,MEF2C
12716,SNX15
12717,CSNK1A1L
12718,ZNF554
12719,NUDT6
12720,TM4SF4
12721,SNCA
12722,CYP11B2
12723,IRF5
12724,PODN
12725,SMIM1
12726,KRT24
12727,TCF7
12728,ZMAT4
12729,TCP11X1
12730,SRRM2
12731,MAP1LC3C
12732,ING5
12733,WRAP53
12734,H2BS1
12735,GMPS
12736,EVI2A
12737,POLR2J3
12738,CHD7
12739,PRAME
12740,KLF6
12741,HOXB1
12742,ENSA
12743,AKIRIN1
12744,OOSP2
12745,FRMD3
12746,OR1B1
12747,PPA2
12748,OR13J1
12749,RPSA
12750,SUPT4H1
12751,CYP27B1
12752,KCNJ10
12753,CFAP91
12754,RTL8B
12755,NAGS
12756,JUN
12757,SLC2A12
12758,ZNF649
12759,SLC22A5
12760,RALGAPB
12761,COL10A1
12762,FIBP
12763,C2CD5
12764,ATP5PB
12765,CCDC70
12766,KPNA3
12767,RP11-438F14.11
12768,SUCLG2
12769,POLD4
12770,EXOC3L1
12771,COMMD7
12772,TLCD4-RWDD3
12773,DNPEP
12774,SLC25A48
12775,HIGD2A
12776,ZNF211
12777,PCDH11X
12778,IFT140
12779,THAP9
12780,INTS7
12781,CAPZA3
12782,SCO1
12783,LDB3
12784,DEFA1
12785,RP11-140L24.4
12786,NADSYN1
12787,RP11-666O2.7
12788,RP1-66C13.4
12789,ADRB2
12790,ANKS6
12791,SH2D4B
12792,AEN
12793,PER3
12794,CDR2L
12795,MYOC
12796,FGL1
12797,OR2B11
12798,RBP2
12799,TCF23
12800,FHOD3
12801,POLN
12802,DKKL1
12803,ZNF30
12804,OR2M5
12805,FAM236B
12806,FGF19
12807,ABCB10
12808,H2BC15
12809,SEM1
12810,TEX12
12811,RNF103
12812,GBA
12813,SMAD1
12814,AKAP17A
12815,TCIRG1
12816,UHRF2
12817,MLNR
12818,C4orf46
12819,TP53I11
12820,C19orf18
12821,OR10A6
12822,FASLG
12823,ANKRD20A4P
12824,CCDC22
12825,GRIP2
12826,IRX2
12827,SOWAHB
12828,KCNU1
12829,WFDC2
12830,ANKRD34C
12831,F8A1
12832,NAA25
12833,GAN
12834,SEPTIN12
12835,BCL10
12836,ZBED4
12837,PPFIBP2
12838,ZNF687
12839,LTA4H
12840,RPL10A
12841,UGT2A2
12842,MAD1L1
12843,CFTR
12844,PSMD8
12845,VCY
12846,ZEB2
12847,HK2
12848,SMIM35
12849,PLP2
12850,MAGED2
12851,MT4
12852,PEX14
12853,TMEM123
12854,PRSS27
12855,ARMC12
12856,ZNF71
12857,GAGE12C
12858,DGCR2
12859,TMEM86B
12860,RAB1B
12861,TRAPPC2
12862,APEX1
12863,PRAMEF5
12864,LORICRIN
12865,PDZD8
12866,TRO
12867,CA4
12868,GJA9
12869,USH2A
12870,XRCC6
12871,SP7
12872,DNAI1
12873,HOXA10
12874,ALDH8A1
12875,MAGEA1
12876,ARG2
12877,MMP1
12878,TXNL4B
12879,SPTBN5
12880,PRTFDC1
12881,MMP3
12882,KIN
12883,LTB4R
12884,BTN1A1
12885,SPACA1
12886,THBS1
12887,ANTXRL
12888,CFAP44
12889,MRTFB
12890,GCNT1
12891,CTD-2574D22.6
12892,TIAM1
12893,KIF18A
12894,SLC30A8
12895,GMPR
12896,HOXA6
12897,VAV1
12898,OSGEP
12899,CELA2A
12900,VPS13A
12901,RP11-960B9.3
12902,WFDC9
12903,CT45A1
12904,CCDC17
12905,NEUROD6
12906,TEKT3
12907,SEC23A
12908,GMEB1
12909,MRPL42
12910,AKNA
12911,GPAT3
12912,ACTL7B
12913,ARHGAP30
12914,KLC3
12915,SAT2
12916,DUS4L
12917,IL1RL1
12918,RUNX1
12919,MAGEH1
12920,PTH2R
12921,PRR23C
12922,FN1
12923,NCR3
12924,TPD52
12925,IGFL3
12926,SUPV3L1
12927,NR2F2
12928,CCDC173
12929,HIGD1A
12930,GIPC1
12931,LYPD4
12932,AIPL1
12933,RBPJ
12934,BFAR
12935,PPIL3
12936,RP11-1035H13.3
12937,OR9G1
12938,CD99
12939,RBAK
12940,RASL11A
12941,DPH7
12942,CALHM4
12943,ZNF668
12944,RUSC2
12945,ABCC3
12946,ABCD2
12947,LNPK
12948,GCDH
12949,CTD-2006C1.13
12950,TACO1
12951,PPP1R16A
12952,SORCS1
12953,LSM10
12954,OC90
12955,MRPL16
12956,MRPS16
12957,CSN1S1
12958,USP41
12959,RP5-940J5.10
12960,MROH7-TTC4
12961,DNAJC25-GNG10
12962,IPO11
12963,AMDHD2
12964,SGMS1
12965,NDUFB4
12966,SEZ6L2
12967,MFAP4
12968,CETN2
12969,LYPLA2
12970,P3H1
12971,EHD2
12972,MAMDC4
12973,POM121
12974,ZBTB12
12975,RIC8B
12976,MIS12
12977,SPATA32
12978,OR4N4C
12979,BTBD6
12980,COL6A2
12981,FUT6
12982,TUBA1C
12983,NHSL2
12984,STAM2
12985,KRT85
12986,TADA2A
12987,OR51B2
12988,SUPT20HL2
12989,DOCK8
12990,INVS
12991,CHAD
12992,REC114
12993,PRIM2
12994,PASK
12995,MUC16
12996,RGS19
12997,CYB5D1
12998,MSLNL
12999,H3C11
13000,HNRNPC
13001,COX5A
13002,ZNF529
13003,RPS4Y2
13004,NANS
13005,TESK2
13006,SPOCK3
13007,TVP23A
13008,KRBOX4
13009,FDX1
13010,C12orf76
13011,BLCAP
13012,CPT1A
13013,WDR93
13014,IPO5
13015,ZSWIM6
13016,LSM5
13017,KIF3C
13018,NBPF9
13019,IGLL5
13020,PDK1
13021,TAF1B
13022,KLHDC8B
13023,HBZ
13024,FBXO17
13025,WEE2
13026,BPTF
13027,OTOP2
13028,MRGPRD
13029,MICOS10-NBL1
13030,NPIPA8
13031,TSHB
13032,SGCB
13033,ECRG4
13034,DGAT2L6
13035,PPP1R11
13036,PPARD
13037,PRSS1
13038,MED29
13039,EPHA1
13040,C8orf82
13041,CBL
13042,SUSD5
13043,SYS1
13044,SCAI
13045,MFSD11
13046,SCRT2
13047,FAM210A
13048,CHST7
13049,OR2L2
13050,PSD3
13051,STRA6
13052,PTPMT1
13053,AC003002.6
13054,TSHZ3
13055,TNFSF13B
13056,GPR179
13057,TSPY4
13058,OPRM1
13059,SLC35G6
13060,SLC23A2
13061,ZBTB49
13062,PROKR2
13063,MMRN2
13064,SCYGR7
13065,RD3
13066,CLCN3
13067,POLR2J2
13068,THYN1
13069,PLIN5
13070,IFTAP
13071,RPN2
13072,CCDC158
13073,ABCF1
13074,H4C2
13075,OR52L1
13076,RNF227
13077,FOXE3
13078,STK38L
13079,GOLGA4
13080,TRMT6
13081,PLEKHJ1
13082,SEMA6D
13083,RCOR3
13084,XPO6
13085,NRGN
13086,ARNTL2
13087,KRTAP1-3
13088,FAM90A9P
13089,SPATA5
13090,DPYSL5
13091,GRTP1
13092,NKIRAS2
13093,ELOVL4
13094,TSPAN10
13095,TMEM140
13096,ACER2
13097,RPS14
13098,TRPV1
13099,ALDH7A1
13100,PPP1R3E
13101,ATG3
13102,ZNF268
13103,TNK2
13104,ANKRD36C
13105,IFT22
13106,PDSS2
13107,RP11-15K19.2
13108,CRY2
13109,BRIP1
13110,RASA4
13111,SNAPC4
13112,TGM7
13113,TRAPPC6B
13114,MRPL11
13115,RAB36
13116,ASGR1
13117,MAPKAPK5
13118,SAR1B
13119,BORA
13120,KCNK2
13121,GATD1
13122,LMTK2
13123,CHM
13124,ZADH2
13125,MBNL3
13126,GPN3
13127,PIM3
13128,OARD1
13129,PLEKHG3
13130,KRT23
13131,PHLDA2
13132,SLC7A5
13133,MIOX
13134,PPOX
13135,ADA2
13136,N4BP3
13137,RAB10
13138,FANCC
13139,SH2D1B
13140,AKR1B10
13141,NUCB1
13142,OR10H2
13143,NUP188
13144,KLHDC4
13145,MYOM1
13146,GUSB
13147,TUSC3
13148,AARS1
13149,SNRPB
13150,NADK
13151,MUC12
13152,SEPTIN10
13153,FYN
13154,ZNF572
13155,AFF4
13156,ABCB6
13157,CEBPG
13158,MAPT
13159,CDC23
13160,HS3ST3B1
13161,MAGEA11
13162,PROSER2
13163,SNURF
13164,COPA
13165,APLN
13166,CC2D2B
13167,VAV3
13168,CALCA
13169,SPDEF
13170,SPTLC1
13171,KIAA1755
13172,ATP6AP2
13173,DENND6B
13174,OR2L3
13175,SKIV2L
13176,GLIPR1L1
13177,TCTN3
13178,MCMDC2
13179,UGT3A1
13180,SIAE
13181,CENPK
13182,SLTM
13183,HARS1
13184,SLC22A25
13185,PPP3CC
13186,BAHD1
13187,LPL
13188,EPHX4
13189,ADO
13190,AGA
13191,PMPCA
13192,KIAA1217
13193,ITCH
13194,CREBL2
13195,YOD1
13196,NAA16
13197,OAF
13198,OBSL1
13199,IGFBP6
13200,FZD9
13201,PMM2
13202,ATXN3
13203,ZNF174
13204,ISM1
13205,SERINC5
13206,IL1RN
13207,APOA2
13208,RP11-484M3.5
13209,LGR5
13210,EPAS1
13211,BMPER
13212,EGLN1
13213,SLC25A39
13214,URB1
13215,TFPI
13216,COL18A1
13217,ETDC
13218,KRTAP20-4
13219,OPLAH
13220,SPHK1
13221,ASB13
13222,MYO3A
13223,NARF
13224,ZNF521
13225,PRXL2B
13226,PIGT
13227,DEFB125
13228,MYOCOS
13229,URI1
13230,EXOSC8
13231,SEPTIN3
13232,GNPDA1
13233,CFLAR
13234,PCSK7
13235,TRIML2
13236,SNAI3
13237,BCO1
13238,TEX53
13239,UBE2V1
13240,S100A13
13241,RNF111
13242,C9
13243,ALDH16A1
13244,NR6A1
13245,MTHFR
13246,CHEK1
13247,COQ6
13248,ID1
13249,GOT1
13250,SQLE
13251,KRTAP19-5
13252,SRP54
13253,FRMPD3
13254,C12orf65
13255,FAM174A
13256,CCIN
13257,KRBOX1
13258,RRM1
13259,ZSCAN5A
13260,KYAT3
13261,ZNF263
13262,CNRIP1
13263,SLC3A2
13264,CXCR4
13265,ZNF888
13266,TRAF7
13267,PRR7
13268,CLP1
13269,CHRNB4
13270,NAP1L5
13271,PARG
13272,OR6C2
13273,ABCC8
13274,ELP1
13275,PGGT1B
13276,COL16A1
13277,MMS19
13278,KIF17
13279,EXOC8
13280,CLEC18A
13281,SLC15A2
13282,FBXL5
13283,OR10G9
13284,NAA80
13285,MOBP
13286,PSMA5
13287,TUBA4B
13288,ESRRA
13289,DYDC1
13290,TRIP13
13291,NECTIN1
13292,NFYA
13293,RAB3B
13294,PAX8
13295,MDFIC
13296,RP11-826N14.7
13297,SLC38A7
13298,EIF1AD
13299,PCSK1
13300,HCK
13301,HSD17B6
13302,PRSS53
13303,TAF11L12
13304,SCNN1A
13305,FZD4
13306,GBA2
13307,ARHGEF39
13308,TPRKB
13309,ABCF2
13310,ESRP2
13311,MEIS3
13312,PRIMPOL
13313,SEC11A
13314,TTI1
13315,RP11-444E17.6
13316,MIB1
13317,AKT1
13318,ROPN1
13319,SLC22A7
13320,NFE2L3
13321,CDK9
13322,CERS6
13323,FAM193A
13324,RP11-95I19.4
13325,RNF2
13326,IFIT1B
13327,CTSD
13328,BTNL8
13329,TMEM104
13330,GTF2E1
13331,POLR1D
13332,INTS6L
13333,TUBA3E
13334,CRYBB1
13335,CPSF6
13336,OR13F1
13337,KLHL8
13338,MTURN
13339,LYPD5
13340,H4C13
13341,CPA1
13342,PRKACB
13343,HMGCL
13344,CREB3L2
13345,RRS1
13346,ZNF257
13347,BHLHA15
13348,PCDHGA11
13349,PHYHD1
13350,MYCBP
13351,RNPC3
13352,CPLX1
13353,BTN3A2
13354,ENOX2
13355,CEMP1
13356,TRIM64B
13357,PGBD4
13358,THTPA
13359,KRTAP17-1
13360,SOCS3
13361,KATNIP
13362,JAZF1
13363,PLEKHN1
13364,YWHAH
13365,SLF1
13366,SVIL
13367,LRRC2
13368,NTS
13369,PRR30
13370,FZR1
13371,ZKSCAN7
13372,MAP2K6
13373,CCNYL1
13374,DMPK
13375,SLC1A5
13376,GLDN
13377,KBTBD11-OT1
13378,PBXIP1
13379,DSEL
13380,MRPS34
13381,APOC1
13382,IZUMO4
13383,C1QTNF2
13384,STRN4
13385,KRTAP10-6
13386,NOTCH2NLB
13387,OSBPL8
13388,B4GALT7
13389,DPRX
13390,CABP5
13391,APOC4-APOC2
13392,C12orf4
13393,SATB2
13394,WASHC1
13395,CYP20A1
13396,RFC5
13397,DET1
13398,DUS1L
13399,GNL3L
13400,TEK
13401,FAM83H
13402,SDHAF3
13403,ATP8A1
13404,GAREM2
13405,ATG16L2
13406,VPS50
13407,PHLDB3
13408,HTD2
13409,NOL12
13410,CTD-3088G3.8
13411,TNIP2
13412,SPARC
13413,ATAD3C
13414,PRF1
13415,SPDYE14
13416,UPK2
13417,NIPBL
13418,FGF7
13419,DNALI1
13420,CD63
13421,SLC2A13
13422,ATP9B
13423,ERBB4
13424,TMEM128
13425,SLC22A13
13426,TNFAIP2
13427,RABGAP1L
13428,ERCC3
13429,NCAN
13430,NPR1
13431,ANKRD46
13432,FAM111B
13433,TMPRSS9
13434,DEPTOR
13435,PRICKLE4
13436,LILRA1
13437,TMBIM1
13438,LARP4B
13439,RHAG
13440,OR8H1
13441,MSL3
13442,PNMA3
13443,WWC3
13444,TAOK1
13445,EMX2
13446,SMARCC2
13447,PIGB
13448,NOP16
13449,RP11-386G11.12
13450,GPX7
13451,ZNF518B
13452,OR4M2
13453,HR
13454,HMHB1
13455,GJB3
13456,MXRA7
13457,NFATC2
13458,LRCH1
13459,CEP295NL
13460,MAD2L1
13461,GATA2
13462,RP11-166N6.3
13463,PELI1
13464,GSDMA
13465,NPIPB4
13466,SERPIND1
13467,IQGAP2
13468,SART1
13469,FBXO11
13470,DNM2
13471,GLYATL2
13472,FBXO28
13473,SEC24D
13474,CPNE5
13475,SPDYE2
13476,GRIA4
13477,PDE1C
13478,SMARCD3
13479,SHOC1
13480,MYH7
13481,PANK4
13482,PLEKHA7
13483,ELMOD2
13484,RABIF
13485,ACTL6A
13486,RBM12
13487,ELOA3
13488,SSX1
13489,DHRS4
13490,OVCH2
13491,HSD17B10
13492,CHRFAM7A
13493,TFAP4
13494,CCDC195
13495,ALDH5A1
13496,PFKFB1
13497,CFAP47
13498,BATF
13499,HSPA2
13500,INMT
13501,FABP9
13502,C1orf185
13503,RELT
13504,FAM90A22P
13505,ZCCHC12
13506,ZDHHC12
13507,KRTAP25-1
13508,SAMD11
13509,HTRA1
13510,CYB5R2
13511,PGR
13512,IFI16
13513,PDE8A
13514,CACHD1
13515,SH3BP1
13516,AMIGO3
13517,CCDC201
13518,CUBN
13519,CD1A
13520,KBTBD11
13521,TMED9
13522,KIT
13523,POTEI
13524,PPIA
13525,CSPG5
13526,KAT8
13527,SEMA3F
13528,ACOT7
13529,EID2B
13530,CEP89
13531,TRMT9B
13532,GADD45A
13533,PDE9A
13534,CSF3R
13535,MTFR1
13536,ARHGEF35
13537,DRG2
13538,NME2
13539,NCAPH
13540,IRX4
13541,RP5-1148A21.4
13542,RAPH1
13543,RP11-196G11.1
13544,XAB2
13545,IP6K3
13546,KRT82
13547,ADCY6
13548,ZNF646
13549,AKAP5
13550,MPEG1
13551,B4GAT1
13552,MED4
13553,PEX1
13554,SSTR2
13555,CHRD
13556,GPR61
13557,ANKRD13A
13558,RBM15B
13559,NABP1
13560,TPP1
13561,GAL3ST4
13562,PRRG4
13563,MCMBP
13564,RDH5
13565,SAP30
13566,SPEG
13567,KLK8
13568,NANP
13569,MSANTD3
13570,GABRQ
13571,ACTL9
13572,ECM2
13573,WASHC3
13574,EXOC4
13575,IQCJ-SCHIP1
13576,C16orf54
13577,TMPRSS7
13578,CCDC124
13579,PRPS2
13580,ITIH6
13581,CTNNBIP1
13582,MARVELD3
13583,PALM3
13584,TRNAU1AP
13585,RPS6KB1
13586,EXOC5
13587,EIF2B5
13588,PSTPIP2
13589,TMEM41A
13590,RNF11
13591,SH3BP5L
13592,NOA1
13593,YEATS2
13594,RP11-111K18.1
13595,USP17L28
13596,SLC35G5
13597,FGFR2
13598,CDH19
13599,OR7C1
13600,TRIM59
13601,ARL6IP1
13602,NLRP7
13603,DEAF1
13604,TMEM198
13605,C4BPB
13606,ACO2
13607,HGF
13608,PDIA2
13609,RPS2
13610,IL17A
13611,CALU
13612,HBD
13613,FAM104A
13614,CDK11B
13615,FAM83F
13616,PPP2CA
13617,HSDL1
13618,DLGAP3
13619,EXTL2
13620,CSTA
13621,NRSN1
13622,C4A
13623,ARHGEF5
13624,PRMT6
