Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cancer_Cell_Line_Encyclopedia	HS706T BONE	2/88	2.198775e-01	4.551080e-01	0	0	2.315480e+00	3.507223e+00	CNN1;NXPH3
Cancer_Cell_Line_Encyclopedia	HS618T LUNG	2/88	2.198775e-01	4.551080e-01	0	0	2.315480e+00	3.507223e+00	PAMR1;ACTG2
Cancer_Cell_Line_Encyclopedia	CMLT1 HAEMATOPOIETIC AND LYMPHOID TISSUE	5/323	2.229001e-01	4.602167e-01	0	0	1.570876e+00	2.357934e+00	EPHB6;OLAH;PER1;CACNA2D2;HS3ST4
Cancer_Cell_Line_Encyclopedia	YH13 CENTRAL NERVOUS SYSTEM	2/89	2.235550e-01	4.604234e-01	0	0	2.288750e+00	3.428771e+00	CLDN11;GDF5
Cancer_Cell_Line_Encyclopedia	59M OVARY	2/90	2.272373e-01	4.645492e-01	0	0	2.262626e+00	3.352670e+00	CLDN11;PPP1R14A
Cancer_Cell_Line_Encyclopedia	LOUNH91 LUNG	2/90	2.272373e-01	4.645492e-01	0	0	2.262626e+00	3.352670e+00	ALDH1L1;GFRA1
Cancer_Cell_Line_Encyclopedia	KNS60 CENTRAL NERVOUS SYSTEM	2/90	2.272373e-01	4.645492e-01	0	0	2.262626e+00	3.352670e+00	CNN1;GDF5
Cancer_Cell_Line_Encyclopedia	JHH5 LIVER	4/245	2.304645e-01	4.684816e-01	0	0	1.656279e+00	2.430852e+00	F7;ACOX2;PHGR1;SLC26A3
Cancer_Cell_Line_Encyclopedia	MFE296 ENDOMETRIUM	2/91	2.309240e-01	4.684816e-01	0	0	2.237090e+00	3.278829e+00	SCUBE2;RGS11
Cancer_Cell_Line_Encyclopedia	KU1919 URINARY TRACT	2/91	2.309240e-01	4.684816e-01	0	0	2.237090e+00	3.278829e+00	KRT37;KRT5
Cancer_Cell_Line_Encyclopedia	HS294T SKIN	3/166	2.314186e-01	4.684816e-01	0	0	1.834605e+00	2.684994e+00	ANGPTL7;SOX10;SERPINA5
Cancer_Cell_Line_Encyclopedia	RL952 ENDOMETRIUM	2/92	2.346145e-01	4.737957e-01	0	0	2.212121e+00	3.207159e+00	VGLL1;RERG
Cancer_Cell_Line_Encyclopedia	OVISE OVARY	3/168	2.367094e-01	4.749142e-01	0	0	1.812183e+00	2.611214e+00	ACE2;PPP1R14A;CNGA1
Cancer_Cell_Line_Encyclopedia	MEG01 HAEMATOPOIETIC AND LYMPHOID TISSUE	4/248	2.368849e-01	4.749142e-01	0	0	1.635664e+00	2.355652e+00	LIPE;TPSG1;RYR3;IL12RB2
Cancer_Cell_Line_Encyclopedia	COLO792 SKIN	4/248	2.368849e-01	4.749142e-01	0	0	1.635664e+00	2.355652e+00	TNXB;SOX10;ROPN1;IL12RB2
Cancer_Cell_Line_Encyclopedia	JHOC5 OVARY	2/93	2.383085e-01	4.754712e-01	0	0	2.187701e+00	3.137578e+00	PADI2;CXCL5
Cancer_Cell_Line_Encyclopedia	HARA LUNG	2/93	2.383085e-01	4.754712e-01	0	0	2.187701e+00	3.137578e+00	DSG1;KRT5
Cancer_Cell_Line_Encyclopedia	AN3CA ENDOMETRIUM	3/169	2.393627e-01	4.764295e-01	0	0	1.801174e+00	2.575274e+00	NKAIN1;TTYH1;ATOH8
Cancer_Cell_Line_Encyclopedia	SKNSH AUTONOMIC GANGLIA	2/94	2.420055e-01	4.805372e-01	0	0	2.163812e+00	3.070006e+00	OSR1;SLC6A2
Cancer_Cell_Line_Encyclopedia	OUMS23 LARGE INTESTINE	4/251	2.433479e-01	4.820495e-01	0	0	1.615550e+00	2.283197e+00	ACE2;WNT6;CLDN19;SERPINA5
Cancer_Cell_Line_Encyclopedia	OAW28 OVARY	3/171	2.446846e-01	4.835435e-01	0	0	1.779550e+00	2.505224e+00	TNXB;BBOX1;RERG
Cancer_Cell_Line_Encyclopedia	OVCAR4 OVARY	2/95	2.457050e-01	4.844066e-01	0	0	2.140437e+00	3.004367e+00	PPP1R14A;FAT2
Cancer_Cell_Line_Encyclopedia	OVMANA OVARY	6/423	2.497430e-01	4.905938e-01	0	0	1.437588e+00	1.994399e+00	IL34;FMO2;MSLN;SLC7A2;CXCL5;BAIAP3
Cancer_Cell_Line_Encyclopedia	COLO849 SKIN	3/173	2.500255e-01	4.905938e-01	0	0	1.758435e+00	2.437530e+00	EDN3;SOX10;ROPN1
Cancer_Cell_Line_Encyclopedia	OV7 OVARY	1/29	2.529808e-01	4.919942e-01	0	0	3.548457e+00	4.877147e+00	OSR1
Cancer_Cell_Line_Encyclopedia	ECC12 STOMACH	6/425	2.530718e-01	4.919942e-01	0	0	1.430578e+00	1.965732e+00	SAMD5;F7;NOVA1;ZBTB16;EFCAB6;SLC7A2
Cancer_Cell_Line_Encyclopedia	ACHN KIDNEY	2/97	2.531103e-01	4.919942e-01	0	0	2.095162e+00	2.878606e+00	GFRA1;MATN3
Cancer_Cell_Line_Encyclopedia	KPNSI9S AUTONOMIC GANGLIA	2/97	2.531103e-01	4.919942e-01	0	0	2.095162e+00	2.878606e+00	WDR86;ACTG2
Cancer_Cell_Line_Encyclopedia	NCIH2171 LUNG	5/340	2.542695e-01	4.930926e-01	0	0	1.489858e+00	2.040154e+00	IRX1;NKAIN1;CACNA2D2;SOX11;RCOR2
Cancer_Cell_Line_Encyclopedia	MOLM16 HAEMATOPOIETIC AND LYMPHOID TISSUE	5/342	2.580323e-01	4.969781e-01	0	0	1.480864e+00	2.006083e+00	NIPSNAP3B;IRX1;ACE2;TPO;RYR3
Cancer_Cell_Line_Encyclopedia	LK2 LUNG	3/176	2.580694e-01	4.969781e-01	0	0	1.727678e+00	2.340187e+00	CLDN11;HAS3;IL12RB2
Cancer_Cell_Line_Encyclopedia	SKMEL31 SKIN	3/176	2.580694e-01	4.969781e-01	0	0	1.727678e+00	2.340187e+00	ST8SIA1;SOX10;ROPN1
Cancer_Cell_Line_Encyclopedia	SW1088 CENTRAL NERVOUS SYSTEM	1/30	2.604618e-01	4.975394e-01	0	0	3.425923e+00	4.608891e+00	PAMR1
Cancer_Cell_Line_Encyclopedia	COLO680N OESOPHAGUS	2/99	2.605209e-01	4.975394e-01	0	0	2.051755e+00	2.759758e+00	TTYH1;SERPINA5
Cancer_Cell_Line_Encyclopedia	COLO320 LARGE INTESTINE	3/177	2.607586e-01	4.975394e-01	0	0	1.717661e+00	2.308812e+00	NOVA1;GRPR;SYT9
Cancer_Cell_Line_Encyclopedia	SW1463 LARGE INTESTINE	3/177	2.607586e-01	4.975394e-01	0	0	1.717661e+00	2.308812e+00	SAMD5;ACE2;PHGR1
